JCT11025	VIS_Rise1C/2D			3	4	8			N	R		F	N	2		11		
JCT11026	VIS_Fall1C/2D			3	4	8			N	R		F	N	2		11		
JCT11027	VIS_RiseR2C/1D			3	4	8			N	R		F	N	2		11		
JCT11028	VIS_FallR2C/1D			3	4	8			N	R		F	N	2		11		
JCT11029	VIS_RiseR3CD			3	4	8			N	R		F	N	2		11		
JCT11030	VIS_FallR3CD			3	4	8			N	R		F	N	2		11		
JCT11031	VIS_RiseRC/D			3	4	8			N	R		F	N	2		11		
JCT11032	VIS_FallRC/D			3	4	8			N	R		F	N	2		11		
JCT11033	VIS_T_D3			3	12	16			N	R		F	N	2		11		
JCT11034	VIS_T_D4			3	12	16			N	R		F	N	2		11		
JCT11035	VIS_StopColumnAb			3	12	16			N	R		F	N	2		11		
JCT11036	VIS_StopColumnCd			3	12	16			N	R		F	N	2		11		
JCT11037	VIS_ToAftLT			3	4	8			N	R		F	N	2		11		
JCT11038	VIS_AfePipelineLen			3	4	8			N	R		F	N	2		11		
JCT11039	VIS_AfeSampClkPhase			3	4	8			N	R		F	N	2		11		
JCT11040	VIS_AfeRegWrMask0			3	4	8			N	R		F	N	2		11		
JCT11041	VIS_AfeRegWrMask1			3	4	8			N	R		F	N	2		11		
JCT11042	VIS_AfeRegWrMask2			3	4	8			N	R		F	N	2		11		
JCT11043	VIS_AfeRegWrMask3			3	4	8			N	R		F	N	2		11		
JCT11044	VIS_AfeRegWrMask4			3	4	8			N	R		F	N	2		11		
JCT11045	VIS_AfeRegWrMask5			3	4	8			N	R		F	N	2		11		
JCT11046	VIS_AfeRegWrMask6			3	4	8			N	R		F	N	2		11		
JCT11047	VIS_AfeRegWrMask7			3	4	8			N	R		F	N	2		11		
JCT11048	VIS_AfeRegIgnMask0			3	4	8			N	R		F	N	2		11		
JCT11049	VIS_AfeRegIgnMask1			3	4	8			N	R		F	N	2		11		
JCT11050	VIS_AfeRegIgnMask2			3	4	8			N	R		F	N	2		11		
JCT11051	VIS_AfeRegIgnMask3			3	4	8			N	R		F	N	2		11		
JCT11052	VIS_AfeRegIgnMask4			3	4	8			N	R		F	N	2		11		
JCT11053	VIS_AfeRegIgnMask5			3	4	8			N	R		F	N	2		11		
JCT11054	VIS_AfeRegIgnMask6			3	4	8			N	R		F	N	2		11		
JCT11055	VIS_AfeRegIgnMask7			3	4	8			N	R		F	N	2		11		
JCT11056	VIS_AfeReg0_Main configu			3	4	8			N	R		F	N	2		11		
JCT11057	VIS_AfeReg1_Powerdown co			3	4	8			N	R		F	N	2		11		
JCT11058	VIS_AfeReg2_PGA power tr			3	4	8			N	R		F	N	2		11		
JCT11059	VIS_AfeReg3_ADC power tr			3	4	8			N	R		F	N	2		11		
JCT11060	VIS_AfeReg4_VCLP control			3	4	8			N	R		F	N	2		11		
JCT11061	VIS_AfeReg5_LVDS output			3	4	8			N	R		F	N	2		11		
JCT11062	VIS_AfeReg6_Sample & hol			3	4	8			N	R		F	N	2		11		
JCT11063	VIS_AfeReg7_Status			3	4	8			N	R		F	N	2		11		
JCT11064	VIS_AfeReg8_Reserved			3	4	8			N	R		F	N	2		11		
JCT11065	VIS_AfeReg9_Clock monito			3	4	8			N	R		F	N	2		11		
JCT11066	VIS_AfeReg10_Reserved			3	4	8			N	R		F	N	2		11		
JCT11067	VIS_AfeReg11_Reserved			3	4	8			N	R		F	N	2		11		
JCT11068	VIS_AfeReg12_Reserved			3	4	8			N	R		F	N	2		11		
JCT11069	VIS_AfeReg13_Reserved			3	4	8			N	R		F	N	2		11		
JCT11070	VIS_AfeReg14_Reserved			3	4	8			N	R		F	N	2		11		
JCT11071	VIS_AfeReg15_Reserved			3	4	8			N	R		F	N	2		11		
JCT11072	VIS_AfeReg16_CDAC1			3	4	8			N	R		F	N	2		11		
JCT11073	VIS_AfeReg17_CDAC1			3	4	8			N	R		F	N	2		11		
JCT11074	VIS_AfeReg18_FDAC1			3	4	8			N	R		F	N	2		11		
JCT11075	VIS_AfeReg19_FDAC1			3	4	8			N	R		F	N	2		11		
JCT11076	VIS_AfeReg20_Reserved			3	4	8			N	R		F	N	2		11		
JCT11077	VIS_AfeReg21_PGA1			3	4	8			N	R		F	N	2		11		
JCT11078	VIS_AfeReg22_Reserved			3	4	8			N	R		F	N	2		11		
JCT11079	VIS_AfeReg23_Reserved			3	4	8			N	R		F	N	2		11		
JCT11080	VIS_AfeReg24_CDAC2			3	4	8			N	R		F	N	2		11		
JCT11081	VIS_AfeReg25_CDAC2			3	4	8			N	R		F	N	2		11		
JCT11082	VIS_AfeReg26_FDAC2			3	4	8			N	R		F	N	2		11		
JCT11083	VIS_AfeReg27_FDAC2			3	4	8			N	R		F	N	2		11		
JCT11084	VIS_AfeReg28_PGA2			3	4	8			N	R		F	N	2		11		
JCT11085	VIS_AfeReg29_Reserved			3	4	8			N	R		F	N	2		11		
JCT11086	VIS_AfeReg30_Reserved			3	4	8			N	R		F	N	2		11		
JCT11087	VIS_AfeReg31_Reserved			3	4	8			N	R		F	N	2		11		
JCT11088	VIS_AfeReg32_Clamp start			3	4	8			N	R		F	N	2		11		
JCT11089	VIS_AfeReg33_Clamp end			3	4	8			N	R		F	N	2		11		
JCT11090	VIS_AfeReg34_Sample star			3	4	8			N	R		F	N	2		11		
JCT11091	VIS_AfeReg35_Sample end			3	4	8			N	R		F	N	2		11		
JCT11092	VIS_AfeReg36_Reserved			3	4	8			N	R		F	N	2		11		
JCT11093	VIS_AfeReg37_INCLK range			3	4	8			N	R		F	N	2		11		
JCT11094	VIS_AfeReg38_Reserved			3	4	8			N	R		F	N	2		11		
JCT11095	VIS_AfeReg39_Reserved			3	4	8			N	R		F	N	2		11		
JCT11096	VIS_AfeReg40_DLL configu			3	4	8			N	R		F	N	2		11		
JCT11097	VIS_AfeReg41_Reserved			3	4	8			N	R		F	N	2		11		
JCT11098	VIS_AfeReg42_Reserved			3	4	8			N	R		F	N	2		11		
JCT11099	VIS_AfeReg43_Reserved			3	4	8			N	R		F	N	2		11		
JCT11100	VIS_AfeReg44_Reserved			3	4	8			N	R		F	N	2		11		
JCT11101	VIS_AfeReg45_Reserved			3	4	8			N	R		F	N	2		11		
JCT11102	VIS_AfeReg46_Reserved			3	4	8			N	R		F	N	2		11		
JCT11103	VIS_AfeReg47_Reserved			3	4	8			N	R		F	N	2		11		
JCT11104	VIS_AfeReg48_Test patter			3	4	8			N	R		F	N	2		11		
JCT11105	VIS_AfeReg49_Test patter			3	4	8			N	R		F	N	2		11		
JCT11106	VIS_AfeReg50_Test patter			3	4	8			N	R		F	N	2		11		
JCT11107	VIS_AfeReg51_Test patter			3	4	8			N	R		F	N	2		11		
JCT11108	VIS_AfeReg52_Test patter			3	4	8			N	R		F	N	2		11		
JCT11109	VIS_AfeReg53_Test patter			3	4	8			N	R		F	N	2		11		
JCT11110	VIS_AfeReg54_Test patter			3	4	8			N	R		F	N	2		11		
JCT11111	VIS_AfeReg55_Test patter			3	4	8			N	R		F	N	2		11		
JCT11112	VIS_AfeReg56_Test patter			3	4	8			N	R		F	N	2		11		
JCT11113	VIS_AfeReg57_Test patter			3	4	8			N	R		F	N	2		11		
JCT11114	VIS_AfeReg58_Reserved			3	4	8			N	R		F	N	2		11		
JCT11115	VIS_AfeReg59_Reserved			3	4	8			N	R		F	N	2		11		
JCT11116	VIS_AfeReg60_Digital con			3	4	8			N	R		F	N	2		11		
JCT11117	VIS_AfeReg61_Test & scan			3	4	8			N	R		F	N	2		11		
JCT11118	VIS_AfeReg62_Device ID			3	4	8			N	R		F	N	2		11		
JCT11119	VIS_AfeReg63_Reserved			3	4	8			N	R		F	N	2		11		
JCT11120	VIS_TempCfg			3	4	8			N	R		F	N	2		11		
JCT11121	VIS_DetMode			2	1	1			S	R	JCKT0007	F	N	2		11		
JCT11122	VIS_DetEnable			2	1	1			S	R	JCKT0008	F	N	2		11		
JCT11123	VIS_DetOpenLoopSetPoint			3	12	16			N	R		F	N	2		11		
JCT11124	VIS_DetClosedLoopSetPoin			3	12	16			N	R		F	N	2		11		
JCT11125	VIS_DetKp			3	12	16			N	R		F	N	2		11		
JCT11126	VIS_DetKi			3	12	16			N	R		F	N	2		11		
JCT11127	VIS_DetDutyCycleSoftLimi			3	12	16			N	R		F	N	2		11		
JCT12000	NIR_ConfigId			3	4	8			N	R		F	N	2		12		
JCT12001	NIR_PuSeq			2	1	1			S	R	JCKT0001	F	N	2		12		
JCT12002	NIR_TestMode			2	1	1			S	R	JCKT0002	F	N	2		12		
JCT12003	NIR_RdSt			2	1	1			S	R	JCKT0003	F	N	2		12		
JCT12004	NIR_ClkDrvAll			2	1	1			S	R	JCKT0004	F	N	2		12		
JCT12005	NIR_ClkDrvAb			2	1	1			S	R	JCKT0004	F	N	2		12		
JCT12006	NIR_DumpPostfixCD			2	1	1			S	R	JCKT0005	F	N	2		12		
JCT12007	NIR_DumpPostfixAB			2	1	1			S	R	JCKT0005	F	N	2		12		
JCT12008	NIR_DumpGate			2	1	1			S	R	JCKT0006	F	N	2		12		
JCT12009	NIR_ImgClk1Rise			3	4	8			N	R		F	N	2		12		
JCT12010	NIR_ImgClk1Fall			3	4	8			N	R		F	N	2		12		
JCT12011	NIR_ImgClk2Rise			3	4	8			N	R		F	N	2		12		
JCT12012	NIR_ImgClk2Fall			3	4	8			N	R		F	N	2		12		
JCT12013	NIR_StrgClk1Rise			3	4	8			N	R		F	N	2		12		
JCT12014	NIR_StrgClk1Fall			3	4	8			N	R		F	N	2		12		
JCT12015	NIR_StrgClk2Rise			3	4	8			N	R		F	N	2		12		
JCT12016	NIR_StrgClk2Fall			3	4	8			N	R		F	N	2		12		
JCT12017	NIR_RiseR1A/2B			3	4	8			N	R		F	N	2		12		
JCT12018	NIR_FallR1A/2B			3	4	8			N	R		F	N	2		12		
JCT12019	NIR_RiseR2A/1B			3	4	8			N	R		F	N	2		12		
JCT12020	NIR_FallR2A/1B			3	4	8			N	R		F	N	2		12		
JCT12021	NIR_RiseR3AB			3	4	8			N	R		F	N	2		12		
JCT12022	NIR_FallR3AB			3	4	8			N	R		F	N	2		12		
JCT12023	NIR_RiseRA/B			3	4	8			N	R		F	N	2		12		
JCT12024	NIR_FallRA/B			3	4	8			N	R		F	N	2		12		
JCT12025	NIR_Rise1C/2D			3	4	8			N	R		F	N	2		12		
JCT12026	NIR_Fall1C/2D			3	4	8			N	R		F	N	2		12		
JCT12027	NIR_RiseR2C/1D			3	4	8			N	R		F	N	2		12		
JCT12028	NIR_FallR2C/1D			3	4	8			N	R		F	N	2		12		
JCT12029	NIR_RiseR3CD			3	4	8			N	R		F	N	2		12		
JCT12030	NIR_FallR3CD			3	4	8			N	R		F	N	2		12		
JCT12031	NIR_RiseRC/D			3	4	8			N	R		F	N	2		12		
JCT12032	NIR_FallRC/D			3	4	8			N	R		F	N	2		12		
JCT12033	NIR_T_D3			3	12	16			N	R		F	N	2		12		
JCT12034	NIR_T_D4			3	12	16			N	R		F	N	2		12		
JCT12035	NIR_StopColumnAb			3	12	16			N	R		F	N	2		12		
JCT12036	NIR_StopColumnCd			3	12	16			N	R		F	N	2		12		
JCT12037	NIR_ToAftLT			3	4	8			N	R		F	N	2		12		
JCT12038	NIR_AfePipelineLen			3	4	8			N	R		F	N	2		12		
JCT12039	NIR_AfeSampClkPhase			3	4	8			N	R		F	N	2		12		
JCT12040	NIR_AfeRegWrMask0			3	4	8			N	R		F	N	2		12		
JCT12041	NIR_AfeRegWrMask1			3	4	8			N	R		F	N	2		12		
JCT12042	NIR_AfeRegWrMask2			3	4	8			N	R		F	N	2		12		
JCT12043	NIR_AfeRegWrMask3			3	4	8			N	R		F	N	2		12		
JCT12044	NIR_AfeRegWrMask4			3	4	8			N	R		F	N	2		12		
JCT12045	NIR_AfeRegWrMask5			3	4	8			N	R		F	N	2		12		
JCT12046	NIR_AfeRegWrMask6			3	4	8			N	R		F	N	2		12		
JCT12047	NIR_AfeRegWrMask7			3	4	8			N	R		F	N	2		12		
JCT12048	NIR_AfeRegIgnMask0			3	4	8			N	R		F	N	2		12		
JCT12049	NIR_AfeRegIgnMask1			3	4	8			N	R		F	N	2		12		
JCT12050	NIR_AfeRegIgnMask2			3	4	8			N	R		F	N	2		12		
JCT12051	NIR_AfeRegIgnMask3			3	4	8			N	R		F	N	2		12		
JCT12052	NIR_AfeRegIgnMask4			3	4	8			N	R		F	N	2		12		
JCT12053	NIR_AfeRegIgnMask5			3	4	8			N	R		F	N	2		12		
